Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2022-05-05,0.1356,0.137686,0.125775,0.128474,2282990242.6916
2022-05-06,0.128574,0.129474,0.123375,0.126987,1084457470.0146
2022-05-07,0.126987,0.132387,0.126075,0.126175,1320574813.007
2022-05-08,0.126075,0.128274,0.122951,0.125962,1603536708.0027
2022-05-09,0.125862,0.126062,0.105168,0.108478,2087991112.5466
2022-05-10,0.108478,0.118276,0.09926,0.105758,3702955589.4238
2022-05-11,0.105658,0.110756,0.071036,0.081995,4789434497.9535
2022-05-12,0.082494,0.0892416,0.0658814,0.0814794,5557318508.0136
2022-05-13,0.0815791,0.0952142,0.0784954,0.0909451,2978421598.091
2022-05-14,0.091045,0.0918528,0.0835326,0.0879767,1274674265.7128
2022-05-15,0.0879767,0.0918896,0.0863702,0.0916807,712813758.80241
2022-05-16,0.0916807,0.0930975,0.085871,0.0882851,575185590.16382
2022-05-17,0.0882851,0.0912995,0.0868695,0.0902825,727750360.20997
2022-05-18,0.0903824,0.0908908,0.0839907,0.0851891,688304367.47515
2022-05-19,0.0851891,0.0874212,0.0813941,0.0860139,725804844.32321
2022-05-20,0.0860139,0.0879032,0.0823928,0.0837993,659965587.63716
2022-05-21,0.0837993,0.085289,0.0823011,0.0839907,461488707.29744
2022-05-22,0.0839907,0.0865873,0.0836827,0.0852975,599257127.77573
2022-05-23,0.0851976,0.0883106,0.0834997,0.0843986,698302431.62669
2022-05-24,0.0843986,0.0843986,0.0800039,0.0831917,603648145.86866
2022-05-25,0.0831917,0.0843986,0.0820097,0.0835996,580384403.61223
2022-05-26,0.0836079,0.0837078,0.0750099,0.0791208,744877943.80461
2022-05-27,0.0791129,0.0875124,0.0760163,0.0811188,2347536328.1147
2022-05-28,0.0810189,0.0832075,0.080608,0.0816044,1039478606.7058
2022-05-29,0.0815045,0.0832092,0.079721,0.0825091,669650366.74183
2022-05-30,0.0826082,0.0877385,0.0820097,0.0871103,1247565807.3718
2022-05-31,0.087109,0.0884692,0.0830535,0.0859412,1331863799.2542
2022-06-01,0.0860111,0.0893695,0.078993,0.0801478,1516486700.2462
2022-06-02,0.080147,0.0825856,0.0799699,0.0825357,977733598.5866
2022-06-03,0.0825456,0.0830552,0.0792854,0.0808896,974297832.8637
2022-06-04,0.0808996,0.0824208,0.0792683,0.0817978,977357843.44261
2022-06-05,0.0818378,0.0821842,0.0805444,0.0818438,711091483.80563
2022-06-06,0.081853,0.0846597,0.0808231,0.0822101,1423470195.8482
2022-06-07,0.0822109,0.0825789,0.0776455,0.0816238,952139305.21013
2022-06-08,0.0816147,0.0817953,0.0787425,0.079978,808672944.71142
2022-06-09,0.079978,0.0809803,0.0788889,0.0794232,575000443.42888
2022-06-10,0.0794324,0.0796638,0.0741528,0.0757729,1244073645.318
2022-06-11,0.0758228,0.0764082,0.0678957,0.0703304,1384470515.0516
2022-06-12,0.0703204,0.0710482,0.0633512,0.0658189,2626865015.3426
2022-06-13,0.0658189,0.0661758,0.0522914,0.0551832,6524557558.3327
2022-06-14,0.0551937,0.0581885,0.0497957,0.0533559,4424679871.8758
2022-06-15,0.0533159,0.0600818,0.0503707,0.0590812,4251607270.0258
2022-06-16,0.0591012,0.0610628,0.0549939,0.0574852,2661268470.9548
2022-06-17,0.0549935,0.0580492,0.0544547,0.0569016,2000391521.2057
2022-06-18,0.0569516,0.0578017,0.0491072,0.0520455,3115391731.5533
2022-06-19,0.0519911,0.0626447,0.0510793,0.0612003,5985477815.1703
2022-06-20,0.0612203,0.061566,0.0573653,0.0593047,1492099510.2166
2022-06-21,0.0593646,0.0697832,0.0587543,0.0658075,4649394618.8052
2022-06-22,0.0657876,0.0665534,0.0610028,0.0618881,2637620942.1318
2022-06-23,0.061918,0.0646952,0.0613186,0.0634015,1637529468.1073
2022-06-24,0.0633975,0.0684337,0.0633376,0.0676932,1487915560.9708
2022-06-25,0.0676922,0.0693088,0.0650717,0.068453,1377150568.834
2022-06-26,0.068453,0.0775249,0.0671777,0.0767284,2813787915.9122
2022-06-27,0.0767432,0.078642,0.0705372,0.0719159,3774730197.836
2022-06-28,0.0719359,0.073214,0.0667265,0.067656,1832289064.0795
2022-06-29,0.067636,0.0714762,0.063989,0.07014,2087642663.3732
2022-06-30,0.070164,0.0706745,0.0622086,0.0634058,2364672893.6218
2022-07-01,0.0633838,0.0683248,0.0628345,0.0662071,1390168160.5063
2022-07-02,0.0661831,0.0679236,0.0654474,0.0670884,1211344156.9964
2022-07-03,0.0669965,0.0673823,0.0648731,0.0669499,533004330.28818
2022-07-04,0.0669449,0.069117,0.0656016,0.0686026,1033791464.0525
2022-07-05,0.0685866,0.069942,0.0654489,0.06814,1318366360.3941
2022-07-06,0.068142,0.068976,0.0660856,0.0682538,1295127143.6683
2022-07-07,0.0682618,0.071157,0.0678163,0.0705137,1302444180.0134
2022-07-08,0.0705397,0.0734476,0.0682071,0.0687797,1474389032.4734
2022-07-09,0.0687437,0.0701319,0.0687367,0.0696092,690904751.18955
2022-07-10,0.0695833,0.069901,0.0662486,0.0673636,671427867.28423
2022-07-11,0.0673556,0.0674765,0.0625537,0.0630122,921102730.01819
2022-07-12,0.0629983,0.0630269,0.0600029,0.0601668,1266867139.5971
2022-07-13,0.0601688,0.0622337,0.0576515,0.0604895,3043015215.934
2022-07-14,0.0604905,0.0626494,0.0596183,0.0618079,2574010386.737
2022-07-15,0.0618079,0.0643534,0.0616118,0.063374,2836618670.6125
2022-07-16,0.063314,0.06477,0.0617605,0.0640378,2274739317.9662
2022-07-17,0.0640142,0.0654659,0.0631984,0.0641553,1900863142.6896
2022-07-18,0.0641753,0.0689329,0.0629025,0.0658159,5301230559.1577
2022-07-19,0.0657783,0.070182,0.0654228,0.0700142,4027326903.3403
2022-07-20,0.069991,0.076885,0.0677434,0.0718156,7276595803.8603
2022-07-21,0.0718126,0.0718223,0.0669767,0.0699835,3119992792.0539
2022-07-22,0.0699845,0.0713423,0.0667593,0.0676359,2948527939.1682
2022-07-23,0.0676359,0.0695039,0.0659604,0.0671818,2465554611.2098
2022-07-24,0.0671757,0.0689229,0.0671757,0.068544,1814662675.4209
2022-07-25,0.068543,0.0689301,0.063281,0.0645092,3052506772.7387
2022-07-26,0.0645092,0.0645605,0.0601524,0.0611256,2881295070.5343
